timestamp,ir,red,heart_rate,spo2,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,temp,gsr,cortisol
2025-03-06 09:54:09,180581,130635,72,,-1.06,3.3,9.27,-0.05,-0.01,0.02,26.27,590,17.96
2025-03-06 09:54:11,178727,130077,70,,-1.08,3.25,9.22,-0.05,-0.01,0.01,26.27,576,17.28
2025-03-06 09:54:12,179851,130634,66,,-1.12,3.29,9.3,-0.05,-0.02,0.02,26.32,642,17.76
2025-03-06 09:54:12,180463,130904,74,,-1.11,3.33,9.28,-0.05,-0.01,0.01,26.32,750,17.83
2025-03-06 09:54:13,180362,130832,67,,-1.05,3.39,9.17,-0.06,0.02,0.04,26.32,720,17.76
2025-03-06 09:54:13,179403,130720,76,,-1.1,3.22,9.17,-0.05,0.0,0.02,26.18,699,17.97
2025-03-06 09:54:14,180021,130891,68,,-1.14,3.28,9.28,-0.05,-0.0,0.02,26.37,726,18.39
2025-03-06 09:54:15,178508,130452,69,,-1.03,3.34,9.25,-0.06,-0.08,0.04,26.32,720,18.5
2025-03-06 09:54:15,179425,130693,70,,-1.12,3.28,9.22,-0.05,-0.01,0.02,26.27,722,17.88
2025-03-06 09:54:15,176896,129918,65,,-1.12,3.28,9.16,-0.05,-0.01,0.02,26.13,709,18.03
2025-03-06 09:54:16,177859,130215,72,,-1.14,3.33,9.17,-0.05,-0.01,0.02,26.22,721,18.08
2025-03-06 09:54:17,176559,130042,76,,-1.11,3.23,9.26,-0.05,-0.01,0.02,26.22,713,17.91
2025-03-06 09:54:17,175246,129605,73,,-1.12,3.33,9.15,-0.05,-0.01,0.02,26.27,724,18.04
2025-03-06 09:54:19,174596,129443,66,,-1.13,3.31,9.22,-0.05,-0.01,0.01,26.18,759,18.3
2025-03-06 09:54:21,177714,130412,71,,-1.13,3.24,9.13,-0.06,-0.02,0.02,26.27,799,17.15
2025-03-06 09:54:23,177704,130671,72,,-1.07,3.23,9.19,-0.06,0.05,0.01,26.22,809,18.03
2025-03-06 09:54:23,176194,130085,76,,-1.11,3.28,9.18,-0.05,-0.01,0.02,26.27,793,18.76
2025-03-06 09:54:24,174528,129622,68,,-1.18,3.22,9.23,-0.05,-0.01,0.02,26.27,781,18.27
2025-03-06 09:54:24,175809,129967,68,,-1.17,3.32,9.29,-0.05,-0.01,0.02,26.27,756,20.05
2025-03-06 09:54:25,175653,129705,74,,-1.15,3.32,9.14,-0.05,-0.01,0.02,26.32,698,20.45
2025-03-06 09:54:26,169609,127601,68,,-1.18,3.34,9.18,-0.05,-0.01,0.01,26.32,790,18.68
2025-03-06 09:54:26,165072,125646,81,,-1.05,3.4,9.22,-0.06,-0.1,0.01,26.22,832,18.48
2025-03-06 09:54:27,166537,125955,71,,-1.12,3.32,9.06,-0.05,0.01,0.03,26.32,784,18.59
2025-03-06 09:54:27,166641,126386,77,,-1.0,3.59,9.01,-0.06,-0.04,0.04,26.18,703,18.35
2025-03-06 09:54:29,169464,127424,75,,-1.16,3.25,9.26,-0.05,0.0,0.02,26.27,739,18.04
2025-03-06 09:54:29,174124,129427,74,,-1.14,3.26,9.17,-0.05,-0.01,0.02,26.32,868,18.35
2025-03-06 09:54:30,172779,128758,70,,-1.06,3.28,9.21,-0.05,-0.01,0.02,26.32,836,18.54
2025-03-06 09:54:30,170152,127940,69,,-1.13,3.31,9.25,-0.05,-0.01,0.02,26.32,835,18.6
2025-03-06 09:54:31,170549,128322,69,,-1.16,3.26,9.21,-0.05,-0.01,0.01,26.18,821,17.95
2025-03-06 09:54:33,179809,131622,75,,-1.19,3.33,9.3,-0.05,-0.02,0.02,26.27,822,18.86
2025-03-06 09:54:34,171644,129397,74,,-1.09,3.3,9.16,-0.05,-0.01,0.02,26.22,807,18.3
2025-03-06 09:54:34,170370,128745,81,,-1.19,3.28,9.3,-0.05,-0.01,0.02,26.32,796,17.89
2025-03-06 09:54:34,169818,128623,74,,-1.15,3.28,9.14,-0.05,-0.02,0.02,26.18,787,18.69
2025-03-06 09:54:35,171071,129047,80,,-1.14,3.28,9.23,-0.05,-0.01,0.01,26.22,780,18.76
2025-03-06 09:54:36,168218,127810,74,,-1.16,3.31,9.18,-0.05,-0.02,0.01,26.22,775,15.92
2025-03-06 09:54:55,0,133713,87,,-1.08,3.27,9.19,-0.05,-0.01,0.02,26.27,457,17.19
2025-03-06 09:54:56,181804,133436,71,,-1.12,3.27,9.25,-0.05,-0.01,0.01,26.27,476,17.23
2025-03-06 09:54:56,183562,133961,65,,-1.12,3.28,9.28,-0.05,-0.01,0.02,26.32,493,17.07
2025-03-06 09:54:56,181828,133455,65,,-1.11,3.33,9.26,-0.05,-0.01,0.02,26.22,542,17.3
2025-03-06 09:54:58,183184,133908,44,,-1.13,3.33,9.19,-0.05,-0.01,0.02,26.27,558,17.88
2025-03-06 09:54:58,182140,133602,63,,-1.15,3.37,9.26,-0.05,-0.01,0.01,26.18,528,17.15
2025-03-06 09:54:59,181909,133515,66,,-1.11,3.26,9.15,-0.05,-0.01,0.02,26.22,522,17.31
2025-03-06 09:54:59,181066,133122,73,,-1.08,3.31,9.21,-0.05,-0.02,0.01,26.27,500,17.21
2025-03-06 09:55:01,181471,133304,73,,-1.14,3.28,9.25,-0.05,-0.01,0.02,26.22,501,17.5
2025-03-06 09:55:02,180863,133220,74,,-1.18,3.3,9.23,-0.05,-0.01,0.01,26.32,511,17.1
2025-03-06 09:55:03,182525,133710,65,,-1.12,3.34,9.25,-0.05,-0.01,0.02,26.27,475,17.63
2025-03-06 09:55:03,181071,133232,61,,-1.16,3.3,9.23,-0.05,-0.01,0.02,26.27,487,16.92
2025-03-06 09:55:04,179874,132958,66,,-1.06,3.32,9.22,-0.05,-0.01,0.01,26.18,479,17.82
2025-03-06 09:55:04,180549,133227,66,,-1.15,3.27,9.21,-0.05,-0.01,0.01,26.27,496,17.58
2025-03-06 09:55:05,180414,133086,64,,-1.13,3.27,9.27,-0.05,-0.01,0.02,26.27,493,16.29
2025-03-06 09:55:05,181936,133562,62,,-1.21,3.3,9.19,-0.05,-0.01,0.02,26.27,497,16.13
2025-03-06 09:55:06,179935,132987,62,,-1.14,3.32,9.27,-0.05,-0.02,0.02,26.27,542,17.63
2025-03-06 09:55:06,181574,133242,65,,-1.07,3.29,9.19,-0.05,-0.01,0.02,26.22,566,18.1
2025-03-06 09:55:07,179041,132655,62,,-1.09,3.29,9.22,-0.05,-0.01,0.02,26.27,544,18.03
2025-03-06 09:55:07,180044,133096,65,,-1.1,3.31,9.26,-0.05,-0.01,0.01,26.22,528,17.26
2025-03-06 09:55:08,179275,132836,67,,-1.12,3.27,9.14,-0.05,-0.01,0.02,26.18,511,17.5
2025-03-06 09:55:09,181538,133333,90,,-1.13,3.33,9.26,-0.05,-0.01,0.01,26.27,556,17.74
2025-03-06 09:55:09,179230,132740,70,,-1.14,3.28,9.21,-0.05,-0.01,0.01,26.22,493,17.23
2025-03-06 09:55:10,177380,132243,73,,-1.12,3.29,9.17,-0.05,-0.01,0.02,26.32,467,16.97
2025-03-06 09:55:11,175263,131558,62,,-1.13,3.33,9.21,-0.05,-0.0,0.01,26.22,576,18.11
2025-03-06 09:55:12,184183,134693,67,,-1.23,3.3,8.99,-0.07,0.01,0.03,26.13,413,17.32
2025-03-06 09:55:13,178202,132635,68,,-1.15,3.26,9.34,-0.05,-0.04,0.02,26.18,640,18.03
2025-03-06 09:55:14,182000,133871,72,,-1.01,3.28,9.19,-0.05,-0.02,0.03,26.22,779,18.42
2025-03-06 09:55:15,183201,134138,74,,-0.96,3.17,9.3,-0.04,0.03,0.01,26.32,784,18.31
2025-03-06 09:55:16,181725,133553,72,,-1.16,3.23,9.17,-0.05,-0.02,0.02,26.27,709,18.25
2025-03-06 09:55:16,183604,134090,72,,-1.11,3.26,9.22,-0.05,-0.01,0.02,26.37,624,17.47
2025-03-06 09:55:17,184360,134234,75,,-1.1,3.28,9.24,-0.05,-0.01,0.02,26.32,674,17.58
2025-03-06 09:55:17,182888,133719,70,,-1.12,3.32,9.19,-0.05,-0.02,0.02,26.27,706,18.23
2025-03-06 09:55:18,182853,133694,71,,-1.11,3.27,9.26,-0.05,-0.01,0.02,26.18,639,18.41
2025-03-06 09:55:19,182612,133608,66,,-1.15,3.28,9.15,-0.05,-0.03,0.02,26.32,623,19.36
2025-03-06 09:55:20,179450,132754,66,,-1.08,3.24,9.28,-0.05,-0.02,0.02,26.27,647,17.45
2025-03-06 09:55:21,180839,133177,66,,-1.08,3.23,9.27,-0.06,-0.03,0.02,26.27,671,18.13
2025-03-06 09:55:22,179781,132819,69,,-1.12,3.22,9.24,-0.05,-0.01,0.01,26.22,676,17.86
2025-03-06 09:55:22,180819,133378,72,,-1.02,3.3,9.19,-0.05,-0.02,0.02,26.18,752,18.06
2025-03-06 09:55:22,178776,132755,74,,-1.09,3.22,9.21,-0.05,-0.01,0.02,26.22,771,16.96
2025-03-06 09:55:24,176914,132270,73,,-1.12,3.3,9.32,-0.05,-0.02,0.02,26.32,752,17.77
2025-03-06 09:55:24,178556,132857,69,,-1.09,3.3,9.15,-0.05,-0.0,0.02,26.18,708,18.08
2025-03-06 09:55:25,178120,132778,76,,-1.03,3.34,9.26,-0.05,-0.01,0.01,26.13,703,18.25
2025-03-06 09:55:25,183097,134165,71,,-1.03,3.27,9.22,-0.05,-0.01,0.01,26.27,742,17.91
2025-03-06 09:55:27,179256,133119,75,,-1.15,3.31,9.22,-0.05,-0.07,0.02,26.27,735,18.62
2025-03-06 09:55:27,177734,132672,55,,-1.12,3.29,9.19,-0.05,-0.01,0.02,26.32,699,17.81
2025-03-06 09:55:27,174883,131762,70,,-1.1,3.25,9.2,-0.05,-0.01,0.02,26.27,733,17.72
2025-03-06 09:55:28,175680,131820,78,,-1.12,3.3,9.23,-0.05,-0.02,0.02,26.18,702,17.74
2025-03-06 09:55:28,177923,132660,74,,-1.13,3.26,9.2,-0.05,-0.0,0.02,26.22,688,18.55
2025-03-06 09:55:29,176057,132147,81,,-1.15,3.3,9.23,-0.05,-0.01,0.01,26.32,783,18.02
2025-03-06 09:55:30,177299,132546,74,,-1.09,3.33,9.15,-0.05,-0.01,0.02,26.27,725,18.35
2025-03-06 09:55:31,176309,132304,74,,-1.13,3.31,9.21,-0.05,-0.01,0.02,26.18,744,18.06
2025-03-06 09:55:32,176144,132065,70,,-1.14,3.31,9.13,-0.05,-0.03,0.02,26.22,816,18.48
2025-03-06 09:55:33,177348,132426,76,,-1.09,3.28,9.29,-0.05,-0.01,0.02,26.18,837,18.75
2025-03-06 09:55:33,179043,133006,53,,-1.1,3.28,9.2,-0.05,-0.04,0.02,26.22,802,18.09
2025-03-06 09:55:34,179409,133094,81,,-1.16,3.33,9.25,-0.05,-0.0,0.02,26.22,831,17.97
2025-03-06 09:55:35,179103,132820,71,,-1.1,3.32,9.29,-0.05,-0.02,0.02,26.27,883,18.81
2025-03-06 09:55:35,180088,133269,82,,-1.18,3.29,9.26,-0.05,-0.01,0.01,26.13,869,18.15
2025-03-06 09:55:36,180840,133333,72,,-1.08,3.27,9.18,-0.06,-0.02,0.02,26.22,873,18.65
2025-03-06 09:55:37,184043,134317,70,,-1.14,3.28,9.26,-0.05,-0.02,0.01,26.27,905,18.7
2025-03-06 09:55:38,184258,134284,70,,-1.1,3.29,9.2,-0.05,-0.01,0.02,26.18,852,18.9
2025-03-06 09:55:39,184590,134294,82,,-1.1,3.24,9.2,-0.05,-0.01,0.01,26.22,870,18.49
2025-03-06 09:55:40,183789,134183,77,,-1.15,3.26,9.2,-0.05,-0.01,0.01,26.22,859,18.54
2025-03-06 09:55:41,183669,134149,74,,-1.09,3.28,9.26,-0.05,0.01,0.02,26.18,913,18.48
2025-03-06 09:55:41,183282,134038,76,,-1.12,3.29,9.3,-0.05,-0.01,0.02,26.13,849,18.53
2025-03-06 09:55:41,182053,133677,78,,-1.1,3.23,9.22,-0.05,-0.02,0.02,26.22,843,18.78
2025-03-06 09:55:43,182441,133877,73,,-1.13,3.32,9.18,-0.05,-0.01,0.02,26.18,832,18.46
2025-03-06 09:55:44,186379,135724,70,,-1.09,3.29,9.24,-0.05,-0.01,0.02,26.32,780,18.58
2025-03-06 09:55:45,184832,135012,78,,-1.06,3.33,9.17,-0.05,-0.02,0.02,26.18,816,18.01
2025-03-06 09:55:47,183950,134740,71,,-1.06,3.34,9.25,-0.05,-0.01,0.02,26.27,818,18.87
2025-03-06 09:55:47,181466,133812,50,,-1.11,3.32,9.27,-0.05,-0.04,0.01,26.27,802,18.74
2025-03-06 09:55:48,181844,133878,71,,-1.18,3.2,9.26,-0.05,0.01,0.0,26.27,747,18.55
2025-03-06 09:55:48,178195,132769,71,,-1.17,3.28,9.2,-0.05,-0.03,0.02,26.27,856,18.98
2025-03-06 09:55:51,181550,133954,75,,-1.1,3.3,9.13,-0.05,-0.01,0.02,26.27,774,18.76
2025-03-06 09:55:51,182745,134139,73,,-1.13,3.27,9.23,-0.06,0.04,0.02,26.18,832,18.28
2025-03-06 09:55:51,183983,134590,69,,-1.13,3.29,9.19,-0.05,-0.04,0.02,26.27,832,18.75
2025-03-06 09:55:52,179994,133189,72,,-1.07,3.24,9.2,-0.05,-0.08,0.04,26.18,822,18.32
2025-03-06 09:55:53,174358,131741,72,,-1.07,3.29,9.18,-0.05,-0.08,0.02,26.27,907,18.54
2025-03-06 09:55:54,180929,133578,75,,-1.08,3.28,9.22,-0.05,-0.03,0.02,26.22,885,18.61
2025-03-06 09:55:55,187227,135305,82,,-1.1,3.26,9.2,-0.05,-0.03,0.02,26.13,932,18.82
2025-03-06 09:55:56,189423,135712,80,,-1.14,3.29,9.23,-0.05,-0.02,0.02,26.18,834,18.08
2025-03-06 09:55:57,190065,135863,74,,-1.12,3.26,9.21,-0.05,-0.01,0.02,26.27,887,18.66
2025-03-06 09:55:57,190614,135987,77,,-1.11,3.29,9.21,-0.05,-0.01,0.02,26.18,954,18.73
2025-03-06 09:55:58,191583,136426,79,,-1.13,3.28,9.29,-0.05,-0.01,0.02,26.13,918,18.85
2025-03-06 09:55:59,191835,136344,82,,-1.21,3.26,9.15,-0.05,-0.02,0.02,26.04,975,19.19
2025-03-06 09:55:59,192235,136220,78,,-1.16,3.24,9.19,-0.05,-0.02,0.02,26.22,919,18.65
2025-03-06 09:56:00,192358,136232,75,,-1.13,3.27,9.16,-0.05,-0.01,0.02,26.18,913,19.0
2025-03-06 09:56:01,192210,135990,82,,-1.12,3.33,9.21,-0.05,-0.02,0.02,26.13,850,18.89
2025-03-06 09:56:02,191571,135563,76,,-1.18,3.34,9.23,-0.05,0.01,0.02,26.18,985,19.22
2025-03-06 09:56:02,190917,135227,73,,-1.08,3.22,9.12,-0.05,-0.02,0.02,26.08,1041,18.44
2025-03-06 09:56:03,190255,134959,83,,-1.12,3.34,9.22,-0.05,0.0,0.02,26.22,1040,18.61
2025-03-06 09:56:03,189609,134745,73,,-1.15,3.3,9.23,-0.05,-0.01,0.01,26.13,983,19.14
2025-03-06 09:56:05,188643,134487,75,,-1.14,3.28,9.25,-0.05,-0.01,0.02,26.18,1009,18.97
2025-03-06 09:56:06,187078,134312,79,,-1.11,3.35,9.14,-0.05,-0.02,0.02,26.18,1011,19.25
2025-03-06 09:56:06,186945,134356,79,,-1.16,3.27,9.22,-0.05,-0.01,0.02,26.18,991,19.11
2025-03-06 09:56:07,186948,134374,76,,-1.13,3.31,9.25,-0.05,0.0,0.02,26.13,995,19.1
2025-03-06 09:56:07,186849,134364,102,,-1.16,3.27,9.18,-0.05,-0.01,0.02,26.13,999,18.4
2025-03-06 09:56:08,186304,134226,72,,-1.14,3.31,9.2,-0.05,-0.01,0.02,26.22,547,18.09
2025-03-06 09:56:08,185728,134137,55,,-1.14,3.28,9.23,-0.05,-0.01,0.02,26.22,66,12.97
2025-03-06 09:56:09,186024,134297,65,,-1.09,3.3,9.22,-0.05,-0.01,0.02,26.22,527,17.42
2025-03-06 09:56:09,185020,133917,75,,-1.15,3.34,9.26,-0.05,-0.01,0.02,26.22,785,18.42
2025-03-06 09:56:10,185624,134158,73,,-1.17,3.29,9.13,-0.05,-0.01,0.02,26.22,701,18.61
2025-03-06 09:56:10,185288,134106,74,,-1.1,3.3,9.17,-0.05,-0.01,0.02,26.08,591,18.22
2025-03-06 09:56:11,184492,133900,73,,-1.12,3.26,9.22,-0.05,-0.01,0.01,26.22,631,18.26
2025-03-06 09:56:11,184790,133934,73,,-1.18,3.36,9.22,-0.05,-0.01,0.01,26.22,525,17.73
2025-03-06 09:56:12,185139,134091,71,,-1.16,3.33,9.22,-0.05,-0.01,0.02,26.18,524,17.77
2025-03-06 09:56:12,184774,133983,61,,-1.13,3.26,9.2,-0.05,-0.01,0.02,26.18,511,17.1
2025-03-06 09:56:13,185515,134189,70,,-1.11,3.33,9.18,-0.05,-0.02,0.02,26.18,528,17.93
2025-03-06 09:56:13,184450,133904,69,,-1.11,3.29,9.19,-0.05,-0.02,0.02,26.13,875,18.12
2025-03-06 09:56:14,183625,133672,77,,-1.17,3.29,9.17,-0.05,-0.01,0.01,26.13,875,18.58
2025-03-06 09:56:15,182750,133438,78,,-1.15,3.26,9.19,-0.05,-0.01,0.02,26.22,855,18.05
2025-03-06 09:56:15,184077,133971,68,,-1.11,3.32,9.18,-0.05,-0.01,0.02,26.18,613,17.68
2025-03-06 09:56:16,182461,133599,75,,-1.11,3.26,9.33,-0.05,-0.01,0.01,26.18,573,18.06
2025-03-06 09:56:16,181948,133464,66,,-1.14,3.29,9.24,-0.05,-0.02,0.01,26.13,624,18.0
2025-03-06 09:56:18,182886,133610,69,,-1.2,3.35,9.18,-0.05,-0.01,0.01,26.22,720,17.97
2025-03-06 09:56:18,181816,133500,71,,-1.18,3.25,9.22,-0.05,-0.01,0.02,26.18,928,18.91
2025-03-06 09:56:19,180607,133174,80,,-1.14,3.3,9.16,-0.05,0.01,0.01,26.13,872,18.68
2025-03-06 09:56:19,179609,132900,66,,-1.11,3.32,9.14,-0.05,-0.01,0.02,26.27,693,18.27
2025-03-06 09:56:20,180083,133057,66,,-1.19,3.29,9.23,-0.05,-0.01,0.02,26.22,583,17.47
2025-03-06 09:56:21,176175,131732,73,,-1.22,3.33,9.25,-0.05,-0.01,0.02,26.13,753,18.56
2025-03-06 09:56:21,176802,132088,69,,-1.17,3.3,9.11,-0.05,-0.03,0.02,26.22,783,18.48
2025-03-06 09:56:22,178589,132717,79,,-1.18,3.31,9.23,-0.05,-0.01,0.01,26.22,823,18.63
2025-03-06 09:56:23,179911,133151,81,,-1.2,3.25,9.15,-0.05,-0.02,0.02,26.27,800,18.44
2025-03-06 09:56:23,177896,132495,72,,-1.2,3.27,9.27,-0.05,-0.01,0.02,26.32,783,17.06
2025-03-06 09:56:23,176547,132076,73,,-1.19,3.24,9.12,-0.05,-0.01,0.01,26.22,784,17.98
2025-03-06 09:56:24,177155,132314,71,,-1.23,3.29,9.15,-0.05,-0.01,0.02,26.13,784,18.15
2025-03-06 09:56:26,179051,132868,66,,-1.21,3.27,9.19,-0.05,-0.01,0.02,26.22,727,18.5
2025-03-06 09:56:27,179388,132884,73,,-1.12,3.28,9.22,-0.05,-0.01,0.01,26.13,703,18.53
2025-03-06 09:56:27,179273,132697,69,,-1.16,3.28,9.22,-0.05,-0.01,0.01,26.27,422,16.98
2025-03-06 09:56:29,178908,132673,71,,-1.12,3.28,9.21,-0.05,-0.02,0.02,26.22,698,18.6
2025-03-06 09:56:30,179040,132753,69,,-1.2,3.32,9.14,-0.05,-0.02,0.02,26.32,656,17.71
2025-03-06 09:56:30,178087,132552,70,,-1.09,3.29,9.23,-0.06,-0.01,0.0,26.22,715,17.85
2025-03-06 09:56:31,173991,130978,78,,-1.06,3.25,9.25,-0.05,0.06,-0.01,26.22,704,18.44
2025-03-06 09:56:32,172724,130717,77,,-1.16,3.23,9.19,-0.05,-0.05,0.03,26.18,734,17.86
2025-03-06 09:56:33,173409,131053,68,,-1.17,3.24,9.25,-0.05,0.01,0.02,26.18,704,18.45
2025-03-06 10:12:32,195470,138231,63,,-1.04,3.45,9.28,-0.09,0.01,-0.01,25.89,205,15.63
2025-03-06 10:12:33,193716,136712,66,,-1.32,3.36,9.18,-0.05,-0.14,0.01,25.89,290,15.9
2025-03-06 10:12:33,190471,134980,71,,-1.37,3.27,9.2,-0.05,-0.01,0.02,25.85,593,17.42
2025-03-06 10:12:33,191057,135035,69,,-1.39,3.3,9.19,-0.06,-0.02,0.01,25.66,495,17.73
2025-03-06 10:12:34,190915,134480,78,,-1.36,3.42,9.22,-0.04,-0.0,-0.02,25.85,736,17.93
2025-03-06 10:12:35,192509,135763,77,,-1.96,2.82,9.16,-0.01,-0.06,0.07,25.75,1163,19.55
2025-03-06 10:12:35,185591,131538,50,,-1.7,2.99,9.23,-0.07,0.01,0.04,25.75,912,18.35
2025-03-06 10:12:36,189748,135213,75,,-1.63,2.96,9.27,-0.03,-0.04,-0.0,25.85,906,18.18
2025-03-06 10:12:37,184267,132026,78,,-1.66,2.87,9.37,-0.02,-0.04,0.01,25.71,880,18.27
2025-03-06 10:12:37,182738,131033,74,,-1.66,2.87,9.25,-0.05,-0.01,0.01,25.89,838,18.13
2025-03-06 10:12:38,181546,130781,79,,-1.61,2.9,9.17,-0.03,-0.02,0.01,25.75,830,18.65
2025-03-06 10:12:39,188750,134985,80,,-1.64,2.84,9.32,-0.03,-0.02,0.01,25.89,823,17.95
2025-03-06 10:12:39,189066,135105,69,,-1.66,2.87,9.27,-0.06,-0.02,-0.0,25.85,830,18.17
2025-03-06 10:12:39,187506,134318,76,,-1.62,2.99,9.21,-0.05,-0.0,0.02,25.85,805,18.84
2025-03-06 10:12:40,186822,134029,74,,-1.59,2.93,9.25,-0.05,-0.03,-0.01,25.8,822,18.61
2025-03-06 10:12:40,185707,133589,75,,-1.64,2.92,9.29,-0.04,-0.02,0.01,25.85,809,18.47
2025-03-06 10:12:41,185889,133064,72,,-1.55,3.21,9.3,0.0,0.03,0.07,25.8,796,18.66
2025-03-06 10:12:42,183457,132695,72,,-1.64,2.82,9.29,-0.11,0.02,0.02,25.85,813,18.41
2025-03-06 10:12:42,188198,135036,68,,-1.64,2.81,9.32,0.01,-0.06,-0.0,25.75,795,18.85
2025-03-06 10:12:43,188139,135024,67,,-1.59,2.9,9.12,0.1,0.03,0.07,25.8,784,18.77
2025-03-06 10:12:44,186421,133924,66,,-1.56,2.95,9.44,-0.08,-0.01,0.01,25.85,768,18.32
2025-03-06 10:12:45,178916,129863,88,,-1.49,3.06,8.77,-0.24,0.09,0.06,25.85,1210,19.02
2025-03-06 10:12:45,0,130470,84,,-1.68,2.84,9.3,-0.06,-0.01,0.02,25.8,997,18.86
2025-03-06 10:12:47,182795,132385,79,,-1.53,2.87,9.79,-0.07,-0.04,0.02,25.85,1212,19.49
2025-03-06 10:13:28,176391,123245,89,,-1.79,2.78,9.25,-0.05,-0.01,0.03,25.85,958,18.87
2025-03-06 10:13:28,180135,125026,71,,-1.89,2.8,9.32,-0.08,0.03,0.04,25.94,949,19.02
2025-03-06 10:13:29,178923,124467,75,,-1.81,2.79,9.21,-0.02,-0.05,0.03,25.8,949,18.22
2025-03-06 10:13:29,178587,124260,74,,-1.9,2.82,9.25,-0.02,-0.01,0.04,25.75,939,17.87
2025-03-06 10:13:29,178237,123975,80,,-1.87,2.75,9.28,-0.08,-0.02,0.04,25.89,938,18.78
2025-03-06 10:13:30,177573,123700,74,,-1.84,2.8,9.26,-0.05,-0.02,0.02,25.89,957,18.99
2025-03-06 10:13:30,178041,124105,77,,-1.88,2.73,9.19,-0.06,-0.03,0.02,25.85,951,18.47
2025-03-06 10:13:31,178179,124084,89,,-1.83,2.73,9.26,-0.04,-0.03,0.01,25.85,939,19.14
2025-03-06 10:13:31,176853,123431,77,,-1.86,2.75,9.22,-0.05,0.02,0.01,25.75,942,18.61
2025-03-06 10:13:32,177124,123512,76,,-1.87,2.77,9.26,-0.07,0.02,0.03,25.94,923,18.8
2025-03-06 10:13:33,178398,124187,70,,-1.91,2.73,9.22,-0.05,-0.0,0.02,25.85,923,19.12
2025-03-06 10:13:33,178302,123846,70,,-1.76,2.69,9.32,-0.05,-0.01,0.02,25.75,933,18.69
2025-03-06 10:13:34,177594,123480,74,,-1.85,2.76,9.28,-0.07,0.02,0.02,25.89,918,18.77
2025-03-06 10:13:35,178738,124008,76,,-1.81,2.78,9.3,-0.05,-0.02,0.01,25.89,922,18.21
2025-03-06 10:13:35,178670,123859,83,,-1.85,2.79,9.3,-0.05,-0.03,-0.01,25.75,912,18.92
2025-03-06 10:13:35,178244,123550,80,,-1.88,2.78,9.33,-0.04,-0.01,0.02,25.85,912,18.22
2025-03-06 10:13:36,178696,123734,74,,-1.9,2.69,9.32,-0.05,-0.01,-0.01,25.85,917,19.0
2025-03-06 10:13:36,177894,123147,76,,-1.87,2.78,9.16,-0.02,0.0,0.02,25.8,912,18.28
2025-03-06 10:13:37,175961,122138,79,,-1.91,2.74,9.38,-0.17,0.04,0.07,25.75,924,18.38
2025-03-06 10:13:38,175345,121870,83,,-1.94,2.7,9.31,-0.07,-0.0,0.02,25.8,915,18.3
2025-03-06 10:13:38,178015,123320,71,,-1.91,2.74,9.25,-0.02,-0.07,0.04,25.85,931,19.16
2025-03-06 10:13:38,177913,123349,73,,-1.86,2.74,9.22,-0.04,-0.01,0.06,25.8,925,18.6
2025-03-06 10:13:39,177869,123244,78,,-1.8,2.77,9.22,-0.08,-0.01,0.07,25.8,923,18.25
2025-03-06 10:13:40,177221,123034,80,,-1.88,2.69,9.27,-0.04,-0.02,0.02,25.89,928,18.49
2025-03-06 10:13:41,177561,122969,81,,-1.96,2.79,9.19,-0.05,-0.01,0.03,25.85,907,18.83
2025-03-06 10:13:42,177265,123219,79,,-1.91,2.74,9.22,-0.03,-0.02,0.02,25.89,913,18.53
2025-03-06 10:13:43,177505,123291,80,,-1.97,2.68,9.37,-0.21,0.01,-0.0,25.8,910,17.37
2025-03-06 10:13:43,177293,123201,80,,-1.9,2.77,9.3,-0.08,-0.03,0.02,25.94,927,18.45
2025-03-06 10:13:44,177290,123358,76,,-1.86,2.77,9.1,0.04,-0.04,0.03,25.85,914,18.54
2025-03-06 10:13:45,176844,123275,72,,-1.93,2.82,9.23,-0.07,-0.02,0.03,25.94,912,18.61
2025-03-06 10:13:46,177112,123299,70,,-1.91,2.8,9.22,-0.05,-0.01,0.02,25.99,907,18.31
2025-03-06 10:13:47,177615,123714,78,,-1.76,2.87,9.14,-0.06,-0.06,-0.06,25.85,913,18.89
2025-03-06 10:13:48,177700,123740,80,,-1.95,2.69,9.32,-0.06,-0.02,0.03,25.8,919,18.28
2025-03-06 10:13:48,178463,124050,83,,-1.91,2.77,9.2,-0.04,-0.02,0.01,25.85,912,18.95
2025-03-06 10:13:49,177659,123726,81,,-1.9,2.77,9.33,-0.05,-0.01,0.01,25.94,915,18.94
2025-03-06 10:13:50,177803,123814,79,,-1.92,2.75,9.23,-0.05,-0.03,0.02,25.94,933,18.85
2025-03-06 10:13:51,178614,124262,81,,-1.92,2.7,9.14,-0.01,-0.05,-0.02,25.85,928,18.92
2025-03-06 10:13:52,179204,124599,71,,-1.93,2.74,9.12,-0.12,0.07,0.03,25.89,923,18.66
2025-03-06 10:13:52,178571,124231,73,,-1.91,2.74,9.28,-0.09,0.01,0.01,25.94,923,19.07
2025-03-06 10:13:53,177754,123930,81,,-1.85,2.73,9.24,-0.05,-0.02,0.04,25.8,918,18.63
2025-03-06 10:13:53,177449,123695,82,,-1.92,2.78,9.35,-0.03,0.01,0.02,25.94,931,18.55
2025-03-06 10:13:54,177421,123746,77,,-1.97,2.69,9.38,-0.06,-0.01,0.01,25.94,925,18.9
